% Model:              HY_100_sweep_SiN_Nist.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 7 2024, 21:04
% Table:              Table 2 - Global Evaluation 1
% daddy                                           Effective mode index                              Eigenvalue                                        real(ewfd.neff) (1)                               Frequency (Hz)
33                                                1.9196363640086698                                -1.2524850464659309E7i                            1.9196363640086698                                3.11310963655244E14
34                                                1.7920870818559667+2.4669414107387564E-12i        1.5914014400027344E-5-1.1560590576903233E7i       1.7920870818559667                                3.0779513141683775E14
34                                                1.8487877617787387-6.432999383880778E-16i         -4.149869323397847E-9-1.1926361499898976E7i       1.8487877617787387                                3.0779513141683775E14
34                                                1.8712168135540508+3.2125321084283197E-16i        2.072375209704258E-9-1.20710492705033E7i          1.8712168135540508                                3.0779513141683775E14
34                                                1.8898919585611422+4.0409868755120313E-16i        2.6068038360084944E-9-1.2191520930378048E7i       1.8898919585611422                                3.0779513141683775E14
34                                                1.9173742060295158                                -1.2368806406252338E7i                            1.9173742060295158                                3.0779513141683775E14
35                                                1.7868294852205613+2.507632977576148E-12i         1.5995860589345634E-5-1.1397950018246796E7i       1.7868294852205613                                3.043578253807106E14
35                                                1.8448460566478504                                -1.1768030088464946E7i                            1.8448460566478504                                3.043578253807106E14
35                                                1.8678700640781232+9.85193774839047E-16i          6.284421371363952E-9-1.1914897200341376E7i        1.8678700640781232                                3.043578253807106E14
35                                                1.8868716708631954                                -1.2036105948122868E7i                            1.8868716708631954                                3.043578253807106E14
35                                                1.9151129686158133                                -1.22162534680162E7i                              1.9151129686158133                                3.043578253807106E14
36                                                1.78153391052639+2.3676518825245476E-12i          1.4936140081118799E-5-1.1238662340222495E7i       1.78153391052639                                  3.009964437751004E14
36                                                1.8408858981906122-2.7742095219717627E-16i        -1.7500876011536828E-9-1.1613079545888904E7i      1.8408858981906122                                3.009964437751004E14
36                                                1.864510963925089                                 -1.1762116359045547E7i                            1.864510963925089                                 3.009964437751004E14
36                                                1.8838429327778863+3.8233234948334207E-16i        2.4119126513385393E-9-1.1884070518337464E7i       1.8838429327778863                                3.009964437751004E14
36                                                1.9128527895236715                                -1.2067076849329937E7i                            1.9128527895236715                                3.009964437751004E14
37                                                1.7762006199106384+2.0975741495591114E-12i        1.3087832251469238E-5-1.1082619302508237E7i       1.7762006199106384                                2.97708498510427E14
37                                                1.8369077601234751-2.690197900538907E-16i         -1.6785513328770037E-9-1.1461402034808323E7i      1.8369077601234751                                2.97708498510427E14
37                                                1.8611398335434541-7.691376676569924E-16i         -4.7990412041914495E-9-1.1612598268844975E7i      1.8611398335434541                                2.97708498510427E14
37                                                1.8808061917561272                                -1.173530668291409E7i                             1.8808061917561272                                2.97708498510427E14
37                                                1.9105940016455552                                -1.1921167983242106E7i                            1.9105940016455552                                2.97708498510427E14
