% Model:              HY_Ge.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 8 2024, 21:16
% Table:              Table 4 - 20240708NEWREDO
% daddy                                           Effective mode index                              Eigenvalue                                        real(ewfd.neff) (1)                               Frequency (Hz)
50                                                1.480069867240797                                 -1.1272185749632262E7i                            1.480069867240797                                 3.6338479757575756E14
50                                                1.4801384769915111                                -1.1272708280271797E7i                            1.4801384769915111                                3.6338479757575756E14
50                                                1.4812200529199655                                -1.1280945543280602E7i                            1.4812200529199655                                3.6338479757575756E14
50                                                1.481313465487601                                 -1.1281656971732084E7i                            1.481313465487601                                 3.6338479757575756E14
51                                                1.4778791411207848                                -1.11541003066394E7i                              1.4778791411207848                                3.601110606606606E14
51                                                1.4798050218125196                                -1.1168635640291879E7i                            1.4798050218125196                                3.601110606606606E14
51                                                1.479875171218509                                 -1.1169165083795806E7i                            1.479875171218509                                 3.601110606606606E14
51                                                1.4809759693594562                                -1.1177473214372827E7i                            1.4809759693594562                                3.601110606606606E14
51                                                1.4810715954339637                                -1.1178194939713763E7i                            1.4810715954339637                                3.601110606606606E14
52                                                1.4775827331127056                                -1.1052292998614294E7i                            1.4775827331127056                                3.568957833333333E14
52                                                1.4795431717612677                                -1.106695704541462E7i                             1.4795431717612677                                3.568957833333333E14
52                                                1.4796148766299517                                -1.1067493396578154E7i                            1.4796148766299517                                3.568957833333333E14
52                                                1.480735059535994                                 -1.1075872345121723E7i                            1.480735059535994                                 3.568957833333333E14
52                                                1.480832926746562                                 -1.1076604390144933E7i                            1.480832926746562                                 3.568957833333333E14
53                                                1.4772900713328951                                -1.0952315363588352E7i                            1.4772900713328951                                3.537374135693215E14
53                                                1.4792853691211942                                -1.0967108078333944E7i                            1.4792853691211942                                3.537374135693215E14
53                                                1.47935864531281                                  -1.0967651332482057E7i                            1.47935864531281                                  3.537374135693215E14
53                                                1.480498374417536                                 -1.0976101042411236E7i                            1.480498374417536                                 3.537374135693215E14
53                                                1.4805985105179913                                -1.0976843430228462E7i                            1.4805985105179913                                3.537374135693215E14
54                                                1.4769989708908373                                -1.0854103196047576E7i                            1.4769989708908373                                3.5063445380116956E14
54                                                1.4790294314270716                                -1.0869024552548248E7i                            1.4790294314270716                                3.5063445380116956E14
54                                                1.479104294902255                                 -1.0869574705866748E7i                            1.479104294902255                                 3.5063445380116956E14
54                                                1.4802637329052815                                -1.0878095131393299E7i                            1.4802637329052815                                3.5063445380116956E14
