% Model:              HY_Ge-backup.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 29 2024, 21:12
% Table:              Table 1 - Global Evaluation 1
% daddy                                           Effective mode index                              real(ewfd.neff) (1)                               Wavelength in free space (nm)                     Propagation constant (rad/m)
28                                                1.466009338402975                                 1.466009338402975                                 433.2                                             2.1263177135830186E7
28                                                1.4661334142808027                                1.4661334142808027                                433.2                                             2.126497674740115E7
29                                                1.4623796860590765                                1.4623796860590765                                437.6000000000001                                 2.0997263612806864E7
29                                                1.464498863408901                                 1.464498863408901                                 437.6000000000001                                 2.1027691364149928E7
29                                                1.4645982508822968                                1.4645982508822968                                437.6000000000001                                 2.102911839777095E7
29                                                1.4658003353448088                                1.4658003353448088                                437.6000000000001                                 2.104637826850414E7
29                                                1.465928107492639                                 1.465928107492639                                 437.6000000000001                                 2.1048212857356776E7
30                                                1.4620958620487214                                1.4620958620487214                                441.99999999999994                                2.0784206421069223E7
30                                                1.4642568299459033                                1.4642568299459033                                441.99999999999994                                2.081492533903497E7
30                                                1.4643591335689523                                1.4643591335689523                                441.99999999999994                                2.0816379620983414E7
30                                                1.4655842233146488                                1.4655842233146488                                441.99999999999994                                2.083379470218282E7
30                                                1.4657157619194368                                1.4657157619194368                                441.99999999999994                                2.0835664569669086E7
31                                                1.4618046031528271-1.8730106232821182E-14i        1.4618046031528271                                446.40000000000003                                2.0575244633730575E7
31                                                1.4640077605443502                                1.4640077605443502                                446.40000000000003                                2.0606254593748096E7
31                                                1.4641130344896194                                1.4641130344896194                                446.40000000000003                                2.060773634936222E7
31                                                1.4653613290673875                                1.4653613290673875                                446.40000000000003                                2.0625306390020967E7
31                                                1.4654967048751153                                1.4654967048751153                                446.40000000000003                                2.062721183645032E7
32                                                1.461506274901157-8.870245685435863E-15i          1.461506274901157                                 450.8                                             2.0370263426818363E7
32                                                1.4637520202696102                                1.4637520202696102                                450.8                                             2.040156430149168E7
32                                                1.463860319114303                                 1.463860319114303                                 450.8                                             2.0403073755151305E7
32                                                1.465132017456021                                 1.465132017456021                                 450.8                                             2.0420798503012545E7
32                                                1.4652713017642363                                1.4652713017642363                                450.8                                             2.042273982758863E7
33                                                1.4612012678470443                                1.4612012678470443                                455.19999999999993                                2.0169152761354856E7
33                                                1.4634899991473589                                1.4634899991473589                                455.19999999999993                                2.0200744419698924E7
33                                                1.4636013778679007                                1.4636013778679007                                455.19999999999993                                2.0202281794787765E7
33                                                1.4648966782540935                                1.4648966782540935                                455.19999999999993                                2.022016099591894E7
33                                                1.4650399429050842                                1.4650399429050842                                455.19999999999993                                2.0222138496688146E7
34                                                1.460889987051062                                 1.460889987051062                                 459.6                                             1.9971807010541793E7
34                                                1.4632221016586702                                1.4632221016586702                                459.6                                             2.0003689317411207E7
34                                                1.4633366156256928                                1.4633366156256928                                459.6                                             2.000525483628645E7
34                                                1.4646557156576496                                1.4646557156576496                                459.6                                             2.002328823476228E7
34                                                1.4648030330321409                                1.4648030330321409                                459.6                                             2.002530220857189E7
35                                                1.4605728437599448+3.459375942309755E-14i         1.4605728437599448                                464                                               1.97781246378836E7
35                                                1.4629487384287017                                1.4629487384287017                                464                                               1.9810297453560624E7
35                                                1.4630664434023986                                1.4630664434023986                                464                                               1.9811891337528974E7
35                                                1.4644095399797687                                1.4644095399797687                                464                                               1.9830078675203662E7
35                                                1.464560982991103                                 1.464560982991103                                 464                                               1.9832129417668514E7
36                                                1.460250248880587+2.014659140430311E-14i          1.460250248880587                                 468.4                                             1.958800791753168E7
36                                                1.4626703197084208                                1.4626703197084208                                468.4                                             1.962047109743727E7
36                                                1.462791271834232                                 1.462791271834232                                 468.4                                             1.962209356673652E7
