% Model:              HY_Ge.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 8 2024, 10:34
% Table:              Table 1 - Global Evaluation 2
% daddy (m)                                       Effective mode index                              Eigenvalue                                        real(ewfd.neff) (1)                               Frequency (Hz)
1.0420000000000001E-6                             1.4735478051542288                                -8885387.637976753i                               1.4735478051542288                                2.877086928982725E14
1.0420000000000001E-6                             1.4752508449293547                                -8895656.845743176i                               1.4752508449293547                                2.877086928982725E14
1.0420000000000001E-6                             1.4754193129872875                                -8896672.696056355i                               1.4754193129872875                                2.877086928982725E14
1.044E-6                                          1.4703592048475265-1.637799729253973E-15i         -9.856895780604661E-9-8849175.624687966i          1.4703592048475265                                2.871575268199234E14
1.044E-6                                          1.4733754101595582                                -8867328.284553861i                               1.4733754101595582                                2.871575268199234E14
1.044E-6                                          1.4734949923664387                                -8868047.975325195i                               1.4734949923664387                                2.871575268199234E14
1.044E-6                                          1.475204386430094+2.2101720959776875E-16i         1.3301648313970608E-9-8878335.752782034i          1.475204386430094                                 2.871575268199234E14
1.044E-6                                          1.4753736494968994+2.0444575078704714E-16i        1.2304315492916415E-9-8879354.441684715i          1.4753736494968994                                2.871575268199234E14
1.046E-6                                          1.4702950394025063-2.5797294500687353E-15i        -1.5496097683719264E-8-8831870.161369845i         1.4702950394025063                                2.866084684512428E14
1.046E-6                                          1.4733226971711657                                -8850056.905927407i                               1.4733226971711657                                2.866084684512428E14
1.046E-6                                          1.4734427966919705                                -8850778.328054098i                               1.4734427966919705                                2.866084684512428E14
1.046E-6                                          1.4751585553453375                                -8861084.666067006i                               1.4751585553453375                                2.866084684512428E14
1.046E-6                                          1.4753286157965202                                -8862106.19697351i                                1.4753286157965202                                2.866084684512428E14
1.0480000000000002E-6                             1.470230112961234-3.090728477298656E-15i          -1.853017152389737E-8-8814626.186957067i          1.470230112961234                                 2.860615057251908E14
1.0480000000000002E-6                             1.4732692471460078                                -8832847.029758897i                               1.4732692471460078                                2.860615057251908E14
1.0480000000000002E-6                             1.4733898636855562                                -8833570.174862994i                               1.4733898636855562                                2.860615057251908E14
1.0480000000000002E-6                             1.475112000302399                                 -8843895.082771298i                               1.475112000302399                                 2.860615057251908E14
1.0480000000000002E-6                             1.475282858879957                                 -8844919.44928286i                                1.475282858879957                                 2.860615057251908E14
1.0500000000000001E-6                             1.470165261830204-3.7650523836379846E-15i         -2.253002077870063E-8-8797448.354530824i          1.470165261830204                                 2.855166266666666E14
1.0500000000000001E-6                             1.4732158939208828                                -8815703.294273457i                               1.4732158939208828                                2.855166266666666E14
1.0500000000000001E-6                             1.4733370281711966                                -8816428.159932284i                               1.4733370281711966                                2.855166266666666E14
1.0500000000000001E-6                             1.475065554263125                                 -8826771.635878837i                               1.475065554263125                                 2.855166266666666E14
1.0500000000000001E-6                             1.4752372126778668                                -8827798.837430608i                               1.4752372126778668                                2.855166266666666E14
1.052E-6                                          1.4701015034069667-3.7958816620012235E-15i        -2.2671319283724824E-8-8780342.363373833i         1.4701015034069667                                2.8497381939163494E14
1.052E-6                                          1.4731636518529252                                -8798631.380602017i                               1.4731636518529252                                2.8497381939163494E14
1.052E-6                                          1.4732853057218014                                -8799357.971668066i                               1.4732853057218014                                2.8497381939163494E14
1.052E-6                                          1.4750202305078988                                -8809720.00011395i                                1.4750202305078988                                2.8497381939163494E14
1.052E-6                                          1.4751926916632734                                -8810750.043267475i                               1.4751926916632734                                2.8497381939163494E14
1.054E-6                                          1.4700374798105873-4.212794551742624E-15i         -2.5113632665726247E-8-8763299.709818965i         1.4700374798105873                                2.844330721062619E14
1.054E-6                                          1.47311116707751                                  -8781622.809130535i                               1.47311116707751                                  2.844330721062619E14
1.054E-6                                          1.4732333408693536                                -8782351.120870415i                               1.4732333408693536                                2.844330721062619E14
1.054E-6                                          1.4749746765920142                                -8792731.704387955i                               1.4749746765920142                                2.844330721062619E14
1.054E-6                                          1.475147941822554                                 -8793764.586314684i                               1.475147941822554                                 2.844330721062619E14
1.0560000000000001E-6                             1.4699728167163+1.010257194211507E-15i            6.011016249187702E-9-8746317.806766331i           1.4699728167163                                   2.8389437310606056E14
1.0560000000000001E-6                             1.4730580664179267-1.8097048779980074E-16i        -1.076771884447756E-9-8764674.999563908i          1.4730580664179267                                2.8389437310606056E14
1.0560000000000001E-6                             1.4731807599580387-1.6482341825291893E-16i        -9.806970453085755E-10-8765405.024420459i         1.4731807599580387                                2.8389437310606056E14
1.0560000000000001E-6                             1.4749285197318127                                -8775804.170756686i                               1.4749285197318127                                2.8389437310606056E14
1.0560000000000001E-6                             1.475102589903578                                 -8776839.885856736i                               1.475102589903578                                 2.8389437310606056E14
1.058E-6                                          1.4699085306882362+3.7885245165038875E-16i        2.249905631189685E-9-8729402.346803647i           1.4699085306882362                                2.8335771077504725E14
1.058E-6                                          1.4730053628983728                                -8747793.623402447i                               1.4730053628983728                                2.8335771077504725E14
1.058E-6                                          1.4731285778030654                                -8748525.364497712i                               1.4731285778030654                                2.8335771077504725E14
1.058E-6                                          1.47488277191111                                  -8758943.064540818i                               1.47488277191111                                  2.8335771077504725E14
1.058E-6                                          1.4750576496626067                                -8759981.617772156i                               1.4750576496626067                                2.8335771077504725E14
1.06E-6                                           1.4698445087205287+3.1483100450735256E-16i        1.866171265816215E-9-8712552.283991909i           1.4698445087205287                                2.828230735849056E14
1.06E-6                                           1.472952943930413                                 -8730977.637236308i                               1.472952943930413                                 2.828230735849056E14
1.06E-6                                           1.4730766815784575                                -8731711.096266627i                               1.4730766815784575                                2.828230735849056E14
1.06E-6                                           1.4748373206471763                                -8742147.342990987i                               1.4748373206471763                                2.828230735849056E14
1.06E-6                                           1.4750130083828497                                -8743188.737896113i                               1.4750130083828497                                2.828230735849056E14
1.0620000000000002E-6                             1.469780376723483                                 -8695765.035602508i                               1.469780376723483                                 2.8229045009416194E14
1.0620000000000002E-6                             1.47290043678496                                  -8714224.46642717i                                1.47290043678496                                  2.8229045009416194E14
1.0620000000000002E-6                             1.4730246978261188                                -8714959.640766213i                               1.4730246978261188                                2.8229045009416194E14
1.0620000000000002E-6                             1.4747917935854993                                -8725414.4337151i                                 1.4747917935854993                                2.8229045009416194E14
1.0620000000000002E-6                             1.474968292989345                                 -8726458.669554055i                               1.474968292989345                                 2.8229045009416194E14
1.064E-6                                          1.4697163743450075+3.136084959519906E-16i         1.8519363665152592E-9-8679041.662599439i          1.4697163743450075                                2.817598289473684E14
1.064E-6                                          1.4728480805422381                                -8697535.168581434i                               1.4728480805422381                                2.817598289473684E14
1.064E-6                                          1.4729728657283467                                -8698272.056220448i                               1.4729728657283467                                2.817598289473684E14
1.064E-6                                          1.4747464295330142                                -8708745.39272311i                                1.4747464295330142                                2.817598289473684E14
1.064E-6                                          1.4749237423852386                                -8709792.46932825i                                1.4749237423852386                                2.817598289473684E14
1.066E-6                                          1.469652704713452+3.197188698967197E-16i          1.8844773975263893E-9-8662383.00273199i           1.469652704713452                                 2.8123119887429644E14
1.066E-6                                          1.4727960778355125                                -8680910.578543916i                               1.4727960778355125                                2.8123119887429644E14
1.066E-6                                          1.4729213880134746                                -8681649.178045804i                               1.4729213880134746                                2.8123119887429644E14
1.066E-6                                          1.474701430887889                                 -8692141.053500466i                               1.474701430887889                                 2.8123119887429644E14
1.066E-6                                          1.4748795590589632                                -8693190.971237134i                               1.4748795590589632                                2.8123119887429644E14
1.068E-6                                          1.4695889933039645                                -8645786.48906396i                                1.4695889933039645                                2.807045486891386E14
1.068E-6                                          1.4727440555945164                                -8664348.137965862i                               1.4727440555945164                                2.807045486891386E14
1.068E-6                                          1.472869890777532                                 -8665088.442996807i                               1.472869890777532                                 2.807045486891386E14
1.068E-6                                          1.4746564249499925                                -8675598.859909896i                               1.4746564249499925                                2.807045486891386E14
1.068E-6                                          1.4748353694844132                                -8676651.61428206i                                1.4748353694844132                                2.807045486891386E14
1.0700000000000001E-6                             1.4695251949097607                                -8629251.507651612i                               1.4695251949097607                                2.801798672897196E14
1.0700000000000001E-6                             1.4726919687787-2.8412803229987985E-16i           -1.6684383905649083E-9-8647847.233861405i         1.4726919687787                                   2.801798672897196E14
1.0700000000000001E-6                             1.4728183288854713-1.9303622619878004E-16i        -1.1335349347715605E-9-8648589.237568209i         1.4728183288854713                                2.801798672897196E14
1.0700000000000001E-6                             1.4746113667203014                                -8659118.199230846i                               1.4746113667203014                                2.801798672897196E14
1.0700000000000001E-6                             1.4747911285704256                                -8660173.785226634i                               1.4747911285704256                                2.801798672897196E14
1.072E-6                                          1.4694617621809076                                -8612780.367161661i                               1.4694617621809076                                2.796571436567164E14
1.072E-6                                          1.4726402675863481                                -8631410.160503317i                               1.4726402675863481                                2.796571436567164E14
1.072E-6                                          1.4727671543260756                                -8632153.866565567i                               1.4727671543260756                                2.796571436567164E14
1.072E-6                                          1.4745667059871317                                -8642701.36335312i                                1.4745667059871317                                2.796571436567164E14
1.072E-6                                          1.474747287896238                                 -8643759.78648562i                                1.474747287896238                                 2.796571436567164E14
1.074E-6                                          1.4693985390193427-2.237696936594941E-16i         -1.3091121521353913E-9-8596371.797725776i         1.4693985390193427                                2.791363668528864E14
1.074E-6                                          1.4725887965877635                                -8615035.651990227i                               1.4725887965877635                                2.791363668528864E14
1.074E-6                                          1.4727162112460668                                -8615781.061588896i                               1.4727162112460668                                2.791363668528864E14
1.074E-6                                          1.474522287466881                                 -8626347.08726326i                                1.474522287466881                                 2.791363668528864E14
1.074E-6                                          1.474703691758207                                 -8627408.350557411i                               1.474703691758207                                 2.791363668528864E14
1.0760000000000002E-6                             1.4693352694824822-1.7371276047668388E-16i        -1.01437682555456E-9-8580023.95588577i            1.4693352694824822                                2.7861752602230478E14
1.0760000000000002E-6                             1.4725373009331344                                -8598721.871279696i                               1.4725373009331344                                2.7861752602230478E14
1.0760000000000002E-6                             1.4726652441164667                                -8599468.981623253i                               1.4726652441164667                                2.7861752602230478E14
1.0760000000000002E-6                             1.4744778565575491                                -8610053.53539409i                                1.4744778565575491                                2.7861752602230478E14
1.0760000000000002E-6                             1.4746600848801865                                -8611117.637921363i                               1.4746600848801865                                2.7861752602230478E14
1.078E-6                                          1.469271923946236-2.032345780074796E-16i          -1.18456448464512E-9-8563736.330974463i           1.469271923946236                                 2.7810061038961038E14
1.078E-6                                          1.472485750948148                                 -8582468.30741067i                                1.472485750948148                                 2.7810061038961038E14
1.078E-6                                          1.472614223387674                                 -8583217.11645001i                                1.472614223387674                                 2.7810061038961038E14
1.078E-6                                          1.474433383624701                                 -8593820.197036924i                               1.474433383624701                                 2.7810061038961038E14
1.078E-6                                          1.47461643775619                                  -8594887.138622629i                               1.47461643775619                                  2.7810061038961038E14
1.08E-6                                           1.4692084000283996-3.8632933278141995E-16i        -2.2475729513562135E-9-8547507.992817841i         1.4692084000283996                                2.7758560925925925E14
1.08E-6                                           1.4724340444650124                                -8566274.031457018i                               1.4724340444650124                                2.7758560925925925E14
1.08E-6                                           1.4725630468824542                                -8567024.537099482i                               1.4725630468824542                                2.7758560925925925E14
1.08E-6                                           1.474388766617989                                 -8577646.143967388i                               1.474388766617989                                 2.7758560925925925E14
1.08E-6                                           1.4745726483317065                                -8578715.924413582i                               1.4745726483317065                                2.7758560925925925E14
1.082E-6                                          1.4691451821254693-7.708374785068097E-16i         -4.476261293139877E-9-8531341.425549377i          1.4691451821254693                                2.7707251201478744E14
1.082E-6                                          1.472382664910622                                 -8550141.52191529i                                1.472382664910622                                 2.7707251201478744E14
1.082E-6                                          1.472512197995834                                 -8550893.72189477i                                1.472512197995834                                 2.7707251201478744E14
1.082E-6                                          1.4743444883820833                                -8561533.851315629i                               1.4743444883820833                                2.7707251201478744E14
1.082E-6                                          1.4745291994032705                                -8562606.47014594i                                1.4745291994032705                                2.7707251201478744E14
1.0840000000000001E-6                             1.4690822678223823-6.470354526808392E-16i         -3.7504092707643355E-9-8515236.273265366i         1.4690822678223823                                2.7656130811808116E14
1.0840000000000001E-6                             1.4723316098633465                                -8534070.42286849i                                1.4723316098633465                                2.7656130811808116E14
1.0840000000000001E-6                             1.4724616743061252                                -8534824.314931085i                               1.4724616743061252                                2.7656130811808116E14
1.0840000000000001E-6                             1.474300546489985                                 -8545482.963166703i                               1.474300546489985                                 2.7656130811808116E14
1.0840000000000001E-6                             1.474486088545334                                 -8546558.41991581i                                1.474486088545334                                 2.7656130811808116E14
1.086E-6                                          1.4690193101220812-5.890276164487537E-16i         -3.4078910360900744E-9-8499190.189062754i         1.4690193101220812                                2.760519871086556E14
1.086E-6                                          1.4722805328885054-2.7718875239870267E-16i        -1.6037092968572454E-9-8518058.390692068i         1.4722805328885054                                2.760519871086556E14
1.086E-6                                          1.4724111295482007-1.8294467158278688E-16i        -1.058448685557791E-9-8518813.973577304i          1.4724111295482007                                2.760519871086556E14
1.086E-6                                          1.4742565949276387                                -8529491.138362749i                               1.4742565949276387                                2.760519871086556E14
1.086E-6                                          1.4744429699290837                                -8530569.43363964i                                1.4744429699290837                                2.760519871086556E14
1.088E-6                                          1.4689563079327668-7.596068223830844E-16i         -4.386719141204751E-9-8483202.840893319i          1.4689563079327668                                2.755445386029412E14
1.088E-6                                          1.472229433256519                                 -8502105.095436294i                               1.472229433256519                                 2.755445386029412E14
1.088E-6                                          1.4723605625641678                                -8502862.36541714i                                1.4723605625641678                                2.755445386029412E14
1.088E-6                                          1.4742126329317975                                -8513558.046779046i                               1.4742126329317975                                2.755445386029412E14
1.088E-6                                          1.4743998423609126                                -8514639.178704029i                               1.4743998423609126                                2.755445386029412E14
1.0900000000000002E-6                             1.4688931185026144-6.569049404172099E-15i         -3.786656394351462E-8-8467273.082562227i          1.4688931185026144                                2.7503895229357794E14
1.0900000000000002E-6                             1.4721781693275728                                -8486209.397311509i                               1.4721781693275728                                2.7503895229357794E14
1.0900000000000002E-6                             1.4723098307483629                                -8486968.345113922i                               1.4723098307483629                                2.7503895229357794E14
1.0900000000000002E-6                             1.4741685189602645                                -8497682.549209012i                               1.4741685189602645                                2.7503895229357794E14
1.0900000000000002E-6                             1.4743565633312607                                -8498766.510336481i                               1.4743565633312607                                2.7503895229357794E14
1.092E-6                                          1.4688301297417259-8.02290970538064E-15i          -4.616248020300012E-8-8451402.829611626i          1.4688301297417259                                2.7453521794871794E14
1.092E-6                                          1.4721271268273757                                -8470373.199251158i                               1.4721271268273757                                2.7453521794871794E14
1.092E-6                                          1.472259321441792                                 -8471133.824946202i                               1.472259321441792                                 2.7453521794871794E14
1.092E-6                                          1.4741246383833573                                -8481866.54655836i                                1.4741246383833573                                2.7453521794871794E14
1.092E-6                                          1.4743135198269048                                -8482953.338784456i                               1.4743135198269048                                2.7453521794871794E14
1.094E-6                                          1.4687675049343478-9.42133347738028E-15i          -5.410967466098257E-8-8435592.693479264i          1.4687675049343478                                2.7403332541133453E14
1.094E-6                                          1.4720764681495953                                -8454597.107607272i                               1.4720764681495953                                2.7403332541133453E14
1.094E-6                                          1.4722091976753964                                -8455359.414925683i                               1.4722091976753964                                2.7403332541133453E14
1.094E-6                                          1.4740811534365568                                -8466110.644298822i                               1.4740811534365568                                2.7403332541133453E14
1.094E-6                                          1.474270874721575                                 -8467200.27317495i                                1.474270874721575                                 2.7403332541133453E14
1.0960000000000002E-6                             1.4687048301246013-1.0660943365540195E-14i        -6.111741123634656E-8-8419839.971918415i          1.4687048301246013                                2.735332645985401E14
1.0960000000000002E-6                             1.4720257810841126                                -8438878.43019822i                                1.4720257810841126                                2.735332645985401E14
1.0960000000000002E-6                             1.472159046193044                                 -8439642.416853692i                               1.472159046193044                                 2.735332645985401E14
1.0960000000000002E-6                             1.4740376523296301                                -8450412.152688889i                               1.4740376523296301                                2.735332645985401E14
1.0960000000000002E-6                             1.474228215186941                                 -8451504.617784828i                               1.474228215186941                                 2.735332645985401E14
1.0980000000000001E-6                             1.4686421590477219-3.777028291266501E-14i         -2.1613632663467481E-7-8404144.658682285i         1.4686421590477219                                2.7303502550091072E14
1.0980000000000001E-6                             1.4719751192712585                                -8423217.160235964i                               1.4719751192712585                                2.7303502550091072E14
1.0980000000000001E-6                             1.4721089206081415-1.7631016453876947E-16i        -1.008915697027697E-9-8423982.823800612i          1.4721089206081415                                2.7303502550091072E14
1.0980000000000001E-6                             1.473994188631082                                 -8434771.064549096i                               1.473994188631082                                 2.7303502550091072E14
1.0980000000000001E-6                             1.4741855947639124                                -8435866.365279064i                               1.4741855947639124                                2.7303502550091072E14
1.1E-6                                            1.46857983319671-3.629198004475522E-14i           -2.0729930525969157E-7-8388508.391238013i         1.46857983319671                                  2.7253859818181816E14
1.1E-6                                            1.4719248236099634                                -8407614.931799114i                               1.4719248236099634                                2.7253859818181816E14
1.1E-6                                            1.4720591616593353                                -8408382.268942758i                               1.4720591616593353                                2.7253859818181816E14
1.1E-6                                            1.473951102803382                                 -8419189.011486689i                               1.473951102803382                                 2.7253859818181816E14
1.1E-6                                            1.4741433537417807                                -8420287.146278905i                               1.4741433537417807                                2.7253859818181816E14
1.102E-6                                          1.4685176056083238-3.483461929318349E-14i         -1.9861376417797192E-7-8372929.440011584i         1.4685176056083238                                2.720439727767695E14
1.102E-6                                          1.4718746471788786                                -8392070.015575742i                               1.4718746471788786                                2.720439727767695E14
1.102E-6                                          1.4720095229828425-1.8399260973295814E-16i        -1.0490559547220964E-9-8392839.02616536i          1.4720095229828425                                2.720439727767695E14
1.102E-6                                          1.4739081482627314                                -8403664.266149424i                               1.4739081482627314                                2.720439727767695E14
1.102E-6                                          1.474101246110139                                 -8404765.236709932i                               1.474101246110139                                 2.720439727767695E14
1.1040000000000001E-6                             1.4684552587763056-3.299618787208651E-14i         -1.877909083612601E-7-8357406.255610397i          1.4684552587763056                                2.715511394927536E14
1.1040000000000001E-6                             1.4718243720195952                                -8376580.859621685i                               1.4718243720195952                                2.715511394927536E14
1.1040000000000001E-6                             1.4719597877003645                                -8377351.549672203i                               1.4719597877003645                                2.715511394927536E14
1.1040000000000001E-6                             1.473865107396343                                 -8388195.278584568i                               1.473865107396343                                 2.715511394927536E14
1.1040000000000001E-6                             1.4740590553559658                                -8389299.092869224i                               1.4740590553559658                                2.715511394927536E14
1.106E-6                                          1.4683928505305228-3.086806921170936E-14i         -1.753614818553479E-7-8341938.864033391i          1.4683928505305228                                2.710600886075949E14
1.106E-6                                          1.471774058250653                                 -8361147.502973395i                               1.471774058250653                                 2.710600886075949E14
1.106E-6                                          1.471910013064509                                 -8361919.862185746i                               1.471910013064509                                 2.710600886075949E14
1.106E-6                                          1.473822040031119                                 -8372782.086185326i                               1.473822040031119                                 2.710600886075949E14
1.106E-6                                          1.4740168384139436                                -8373888.735676126i                               1.4740168384139436                                2.710600886075949E14
1.108E-6                                          1.468330381789767-3.0891308378211825E-14i         -1.7517672826853266E-7-8326526.968363589i         1.468330381789767                                 2.7057081046931406E14
1.108E-6                                          1.4717237073465008                                -8345769.651829787i                               1.4717237073465008                                2.7057081046931406E14
1.108E-6                                          1.471860199877006                                 -8346543.66614586i                                1.471860199877006                                 2.7057081046931406E14
1.108E-6                                          1.473778947583321                                 -8357424.394843064i                               1.473778947583321                                 2.7057081046931406E14
1.108E-6                                          1.4739745960229231                                -8358533.8672267115i                              1.4739745960229231                                2.7057081046931406E14
1.1100000000000002E-6                             1.4682683208271605-3.09179796117628E-14i          -1.7501206776964504E-7-8311172.919295907i         1.4682683208271605                                2.7008329549549547E14
1.1100000000000002E-6                             1.4716737829518598                                -8330449.630634706i                               1.4716737829518598                                2.7008329549549547E14
1.1100000000000002E-6                             1.4718108160813195                                -8331225.310405533i                               1.4718108160813195                                2.7008329549549547E14
1.1100000000000002E-6                             1.4737362934370284                                -8342124.527550304i                               1.4737362934370284                                2.7008329549549547E14
1.1100000000000002E-6                             1.4739327958878954                                -8343236.835038695i                               1.4739327958878954                                2.7008329549549547E14
1.1120000000000001E-6                             1.468206501560095-3.1306987018650244E-14i         -1.768953245032781E-7-8295875.46628411i           1.468206501560095                                 2.6959753417266184E14
1.1120000000000001E-6                             1.4716241201723559                                -8315186.195645712i                               1.4716241201723559                                2.6959753417266184E14
1.1120000000000001E-6                             1.471761695784674                                 -8315963.545525157i                               1.471761695784674                                 2.6959753417266184E14
1.1120000000000001E-6                             1.4736939128217736+2.856168754118816E-16i         1.6138343121137382E-9-8326881.241296548i          1.4736939128217736                                2.6959753417266184E14
1.1120000000000001E-6                             1.4738912722389963+2.5030768543762763E-16i        1.4143251541509275E-9-8327996.390388749i          1.4738912722389963                                2.6959753417266184E14
1.114E-6                                          1.4681445041269239-3.138882095797179E-14i         -1.7703929861114814E-7-8280631.936397439i         1.4681445041269239                                2.6911351705565528E14
1.114E-6                                          1.4715743023194463                                -8299976.691882042i                               1.4715743023194463                                2.6911351705565528E14
1.114E-6                                          1.4717124195898252                                -8300755.701221282i                               1.4717124195898252                                2.6911351705565528E14
1.114E-6                                          1.4736513893603422                                -8311691.882884817i                               1.4736513893603422                                2.6911351705565528E14
1.114E-6                                          1.4738496059836037                                -8312809.8647294445i                              1.4738496059836037                                2.6911351705565528E14
1.116E-6                                          1.4680824333043723-3.0980901966960043E-14i        -1.744254014713033E-7-8265442.629629468i          1.4680824333043723                                2.686312347670251E14
1.116E-6                                          1.4715244329897061                                -8284821.412649367i                               1.4715244329897061                                2.686312347670251E14
1.116E-6                                          1.471663092224125                                 -8285602.077223206i                               1.471663092224125                                 2.686312347670251E14
1.116E-6                                          1.4736088266012384                                -8296556.745368325i                               1.4736088266012384                                2.686312347670251E14
1.116E-6                                          1.4738079018087604                                -8297677.557571664i                               1.4738079018087604                                2.686312347670251E14
1.1180000000000001E-6                             1.4680202459330418-3.0375312206517276E-14i        -1.7070994217976927E-7-8250307.012422764i         1.4680202459330418                                2.6815067799642216E14
1.1180000000000001E-6                             1.4714744687109904                                -8269719.822625027i                               1.4714744687109904                                2.6815067799642216E14
1.1180000000000001E-6                             1.4716136706964267                                -8270502.140934172i                               1.4716136706964267                                2.6815067799642216E14
1.1180000000000001E-6                             1.473566181160573+1.7857173471000982E-16i         1.0035771912410595E-9-8281475.29393993i           1.473566181160573                                 2.6815067799642216E14
1.1180000000000001E-6                             1.4737661168193215+1.8737622498153717E-16i        1.0530586258665212E-9-8282598.936867865i          1.4737661168193215                                2.6815067799642216E14
1.12E-6                                           1.4679583972670553-2.9926620149475947E-14i        -1.6788794644351054E-7-8235227.351124335i         1.4679583972670553                                2.6767183749999997E14
1.12E-6                                           1.4714248639340846                                -8254674.183651215i                               1.4714248639340846                                2.6767183749999997E14
1.12E-6                                           1.4715646092215056                                -8255458.152880386i                               1.4715646092215056                                2.6767183749999997E14
1.12E-6                                           1.473523906889042                                 -8266449.787092043i                               1.473523906889042                                 2.6767183749999997E14
1.12E-6                                           1.4737247046111734                                -8267576.2596790185i                              1.4737247046111734                                2.6767183749999997E14
1.122E-6                                          1.4678969125370556-2.976032355960678E-14i         -1.6665742221624937E-7-8220203.487795994i         1.4678969125370556                                2.6719470409982175E14
1.122E-6                                          1.471375643778148                                 -8239684.337191411i                               1.471375643778148                                 2.6719470409982175E14
1.122E-6                                          1.471515932969766                                 -8240469.954827357i                               1.471515932969766                                 2.6719470409982175E14
1.122E-6                                          1.473482028868681                                 -8251480.06611485i                                1.473482028868681                                 2.6719470409982175E14
1.122E-6                                          1.473683690318417                                 -8252609.367592574i                               1.473683690318417                                 2.6719470409982175E14
1.1240000000000002E-6                             1.4678352531997292-2.984164999955111E-14i         -1.6681549539072528E-7-8205232.114114559i         1.4678352531997292                                2.6671926868327397E14
